語	級別	舊	漢字・原文	備註	發音	中文意思
さなか	1		最中		1	正在…之中、最盛期、最高潮
さばく	2		砂漠		0	沙漠
さばく	1		裁く		2	裁判、判斷
さび	2		錆び		2	銹、惡果
さびしい	3		寂しい		3	寂寞的、荒涼的
ざひょう	1		座標		0	座標、標準、基準
さびる	2		錆びる		2	生鏽、蒼老、﹝聲音﹞沙啞
ざぶとん	2		座布団		2	坐墊、褥墊
さべつ	2		差別		1	區別對待
さほう	2		作法		1	社會團體的規範、做法
さほど	1		然程		0	那麼
サボる	1		sabotage	フランス語	2	偷懶、翹課、怠工
さま	3		〜様			接在人名，稱呼下表示敬意
さま	1		様		2	樣子
さまざま	2		様々		2,3	各式各樣
さます	2		冷ます		2	弄涼、冷卻、減少
さます	2		覚ます		2	弄醒、清醒
さまたげる	2		妨げる		0,4	妨礙、阻撓
さまよう	1	*0	彷徨う		3	徘徊、流浪、漂泊
さむい	4		寒い		2	寒冷、寒酸、簡陋
さむけ	1		寒気		3	發冷、發抖
さむらい	1		侍		0	武士、剛毅果斷的人
さめる	2		冷める		2	變涼、減退
さめる	2		覚める		2	醒、醒悟
さも	1		然も		1	的確、實在(的樣子)、好像
さゆう	2		左右		1	左右、旁邊、影響
さよう	1		作用		1	作用
さよなら//さようなら。	4		さよなら//左様なら。	挨拶語	3,4//4,5	再見、再會
さら	2		皿		0	盤子、用盤子裝起來的菜
さらいげつ	3		再来月		0,2	下下個月
さらいしゅう	3		再来週		0	下下星期
さらいねん	4		再来年		0	後年
さらう	1		攫う「子供を〜」		0	拐走小孩
サラダ	3	*2	salad		1	沙拉
さらに	2		更に		1	更、（接否定）絲毫不
サラリーマン	2		salariedman		3	上班族、公司職員
さる	2		猿		1	猿猴
さる	2		去る		1	離開、走開、消失
さわがしい	2		騒がしい		4	吵鬧
さわぎ	2		騒ぎ		1	吵鬧、騷動
さわぐ	3		騒ぐ		2	吵鬧、騷動、慌張
さわやか	2		爽やか		2	爽快、鮮明、巧妙
さわる	3		触る		3	觸摸
さわる	1		障る		0	妨害、有害
さん	4		三		0	三、三個
さん	4		〜さん「様」			對人的尊稱（「樣」的口語）
さん	2		〜山			〜山
さん	2		〜産			出產、生產
さん	1		酸		1	酸、酸味
さんか	2		参加		0	參加
さんか	1		酸化		0	氧化
さんかく	2		三角		1	三角形
さんがく	1		山岳		0	山岳
さんぎいん	1		参議院		3	參議院
サンキュー	1		thankyou		1	謝謝
さんきゅう	1		産休		0	產假
さんぎょう	3	*2	産業		0	產業
ざんきん	1		残金		1	餘額
さんご	1		産後		0	產後
さんこう	2		参考		0	參考
ざんこく	1		残酷		0	殘酷
さんしゅつ	1		産出		0	生產、出產
さんしょう	1		参照		0	參照、參看
さんじょう	1		参上		0	〔謙讓語〕拜訪
さんすう	2		算数		3	算術
さんせい	2		酸性		0	酸性
さんせい	2		賛成		0	贊成、同意
さんそ	2		酸素		1	氧
ざんだか	1		残高		1	餘額、結餘
サンタクロース	1		SantaClaus		5	聖誕老人
サンダル	3		sandal		0,1	拖鞋、涼鞋、皮帶鞋
さんち	2		産地		1	產地
さんちょう	1	*0	山頂		0	山頂
サンドイッチ	3		sandwich		4	三明治
サンドウィッチ	0	*2	sandwich		4	三明治
ざんねん	3		残念		3	遺憾、可惜
さんばし	1		桟橋		0	碼頭
さんび	1		賛美		1	讚美
さんぷく	1		山腹		0	山腰
さんふじんか	1		産婦人科		0	婦產科
さんぶつ	1		産物		0	產物
サンプル	2		sample		1	樣本
さんぽ（する）	4		散歩（する）		0	散步
さんみゃく	1		山脈		0	山脈
さんりん	2		山林		0	山林
し	4		四		1	四
し	3	*2	市		1	市
し	2		詩		0	詩、詩歌
し	2		氏		1	氏
し	2		〜史			歷史
し	2		〜紙			紙
し	1		死		1	死、死亡
し	1		師		1	師、老師
し	1		〜士			士、師
じ	4		〜時			點鐘
じ	3		字		1	字、文字
じ	2		〜寺			寺院
じ	1		〜次			次、回、下
じ	1		〜児			孩子
しあい	3		試合		0	比賽
しあがり	1		仕上がり		0	完成、做完
しあがる	2		仕上がる		3	完成、做完
しあげ	1		仕上げ		0	完成、最後潤飾
しあげる	1		仕上げる		3	完成、做完
しあさって	2		明々後日		3	大後天
しあわせ	2		幸せ		0	幸福
しいく	1		飼育		0	飼養
シーズン	2		season		1	季節、旺季
シーツ	2		sheet		1	被單、床單
しいて	1		強いて		1	敢於、強制、迫使
シート	1		sheet/seat		1	薄板、(紙片)一張//座席、桌用墊板
ジーパン	1		jeans+pants	和製英語	0	牛仔褲
しいる	1		強いる		2	強制、迫使
しいれる	1		仕入れる		3	獲得、買進、取得
じいん	2		寺院		1	寺院
ジーンズ	2		jeans		1	牛仔布、牛仔褲
しいんと（する）	2		しいんと（する）		0	靜悄悄
じえい	2		自衛		0	自衛
ジェットき	2		jet；ジェット機		3	噴射(式飛)機
しお	4		塩		2	鹽、食鹽
しお	1		潮		2	潮汐、海水
しおからい	2		塩辛い		4	鹹
しか	1		歯科		1,2	牙科
じが	1		自我		1	自己
しかい	2		司会		0	主持人、司儀
しがい	1		市街		1	市街
しかく	2		四角		3	四角、四角形
しかく	1		視覚		0	視覺
しかく	1		資格		0	資格
じかく	1		自覚		0	自覺、覺悟
しかくい	2		四角い、四角な		3	四角形的、方的
しかけ	1		仕掛け		0	構造、釣魚用具
しかける	1		仕掛ける		3	挑釁、安裝設置、準備
しかし	4		然し		2	可是、但是
しかしながら	1		然し乍ら		4	然而、但是
しかた	3		仕方		0	方法、方式、辦法
しかたがない	2		仕方がない		5	沒辦法、不得已
じかに	2		直に		1	直接、當面
しかも	2		然も		2	並且、而且、而、卻
しかる	3		叱る		3	批評、責備
じかん	4		時間		0	時間、時刻、小時
じかん	4		〜時間		1	小時、鐘頭
じかんめ	2		〜時間目			第幾個小時
じかんわり	2		時間割		0	功課表、時間表
しき	3		〜式			儀式、典禮
しき	2		四季		2	四季
しき	2		式		1,2	典禮、型、樣式、算式、公式
しき	1		指揮		2	指揮
じき	2		直		0	馬上、很近、直接
じき	2		時期		1	時期、期間
じき	1		磁器		1	瓷器
じき	1		磁気		1	磁力
しきさい	1		色彩		0	彩色、色彩、傾向
しきじょう	1		式場		0	禮堂
しきたり	1		仕来り		0	慣例
しきち	2		敷地		0	(建築用的)場地
しきゅう	2		支給		0	支付、發放
しきゅう	2		至急		0	火急
じぎょう	1		事業		1	事業
しきりに	2		頻りに		0	頻頻、屢次
しきる	1		仕切る		2	隔、隔開、監督、負責指揮、(相撲)蹲踞預備姿勢
しきん	1		資金		2	資金、財產
しく	2		敷く		0	舖上
じく	1		軸		0,2	軸、掛軸、中心
しくじる	1		しくじる		3	搞混、失敗、(因過失等)被解雇了
しくみ	1		仕組		0	構造、結構
しけい	1		死刑		0,2	死刑
しげき	2		刺激		0	剌激、使興奮
しける	1		湿気る		0,2	潮濕
しげる	2		茂る		2	繁茂、茂密
しけん	3		試験		1,2	考試、試驗
しげん	2		資源		1	資源
じけん	2		事件		1	事件、事情、案件
じこ	3		事故		1	事故
じこ	1		自己		1	自己、自我
しこう	1		志向		0	志向
しこう	1		思考		0	思考
しこう	1		施行		0	實施、生效
しこう	1		嗜好		0	嗜好
しこう	1	*0	試行		0	試、試行、試驗
じこう	1		事項		1	事項
じこく	2		時刻		1	時刻、時間
じごく	1		地獄		3	地獄
じこくひょう	1		時刻表		0	時刻表
しごと	4		仕事		0	工作、職業
じさ	1		時差		1	時差、錯開時間
じざい	1		自在		0,2	自由自在
しさつ	1		視察		0	視察
じさつ	2		自殺		0	自殺
しさん	1		資産		0,1	資產
じさん	2		持参		0	帶來
しじ	2		指示		1	指示
しじ	1		支持		1	支持
じじつ	1		事実		1	事實
じしゃく	2		磁石		1	磁石、指南針
ししゃごにゅう	2		四捨-五入		1--0	四捨五入
じしゅ	1		自首		0	自首
じしゅ	1		自主		1	自主
ししゅう	1		刺繍		0	刺繡
しじゅう	2		始終		1	始終、経常
じしゅう	2		自習		0	自習
ししゅつ	2		支出		0	支出
じしょ	4		辞書		1	辭典、辭書
しじょう	1		市場		1	市場
じじょう	2		事情		0	事情
じしょく	1		辞職		0	辭職
しじん	2		詩人		0	詩人
じしん	3		地震		0	地震
じしん	2		自身		1	自身、自己、本身
じしん	2		自信		1	自信、信心
しずか	4		静か		1	靜、肅靜、安靜
しずく	1		雫		3	水滴
システム	1		system		1	體系、體制、系統、制度
しずまる	1		静まる		3	寂靜
しずむ	2		沈む		0	沉入
しずめる	1		沈める//鎮める		0//3	使…沉着//沉下、使…沉沒
しせい	2		姿勢		0	姿勢
しせつ	1		施設		1,2	設施
しぜん	2		自然（に）		0	自然、自然而然地
じぜん	2		事前		0	事前
しぜんかがく	2		自然科学		4	自然科學
しそう	2		思想		0	思想
しそく	1		子息		1	兒子
じそく	2		時速		0,1	時速
じぞく	1		持続		0	持續
しそん	2		子孫		1	子孫
じそんしん	1		自尊心		2	自尊心
した	4		下		0,2	下、下面
した	2		舌		2	舌
したい	2		死体		0	死體
じたい	2		事態		1	事態
じたい	1		字体		0	字體
じたい	1		辞退		1	辭退
じだい	3		時代		0	時代、當代
しだい（に）	2		次第（に）		0	順序、逐漸
したう	1		慕う		0	羨慕
したがう	2		従う		0	跟隨、服從
したがき	2		下書き		0	試寫
したがって	2		従って	接続詞	0	因而
したぎ	3		下着		0	貼身衣物、內衣
じたく	2		自宅		0	自家
したく（する）	3		支度（する）		0	準備、預備
したごころ	1		下心		3	內心
したじ	1		下地		0	基礎、準備、素質
したしい	2		親しい		3	親切
したしむ	1		親しむ		3	親近
したしらべ	1		下調べ		3	預先調查
したてる	1		仕立てる		3	縫製、準備
したどり	1		下取り		0	抵價
したび	1		下火		0	火勢漸微、衰落
したまち	2		下町		0	靠河、海的城市
しち	4		七		2	七
じち	2		自治		1	自治
しつ	2		質		2	質
しつ	2		〜室			室
じつ	2		〜日			日
じつ	1		実		2	其實、眞實、成果、實質
しつ〜	2		室〜		2	室
じっか	1		実家		0	出生家
しっかく	1		失格		0	失去資格
しっかり	3		しっかり		3	可靠、結實、監固、堅定
じっかん	2		実感		0	真實感
しつぎ	1		質疑		1,2	質疑、提出疑問
しっきゃく	1		失脚		0	垮台、下台
しつぎょう	2		失業		0	失業
じつぎょうか	1		実業家		0	實業家
シック	1		chic	フランス語	1	瀟洒、風雅、時髦
じっくり	1		じっくり		3	慢慢地、仔細地
しつけ	1		躾		0	教育、訓練
しっけ//しっき	2		湿気		3	濕氣
しつける	1		躾ける		3	教育、培養
じっけん	2		実験		0	實際經驗
じつげん	2		実現		0	實現
しつこい	2		しつこい		3	過於膩人
じっこう	2		実行		0	實行、實踐
じっさい	2		実際		0	實際、事實
じっし	2		実施		0	實施
じっしつ	1		実質		0	實質、本質
じっしゅう	2		実習		0	實習、見習
じつじょう	1		実情		0	實際情況
じっせき	2		実績		0	實際成績
じっせん	1		実践		0	身體力行
しっそ	1		質素		1	樸素
じったい	1		実態		0	實際狀態
しっちょう	1		失調		0	失調
しっと	1		嫉妬		0	忌妒
しつど	2		湿度		2	溼度
じっと	2		じっと		0	保持穩定、凝神、黙黙忍耐貌
じつに	2		実に		2	實在、非常、眞
じつは	2		実は		2	老實說、其實
しっぱい（する）	3		失敗（する）		0	失敗
じっぴ	1		実費		0	實際費用
しっぴつ	2		執筆		0	執筆、寫作
じつぶつ	2		実物		0	實物、現貨
しっぽ	2		尻尾		3	尾巴、末端
しつぼう	2		失望		0	失望
しつもん	4		質問		0	提問、發問、詢問
じつよう	2		実用		0	實用
じつりょく	2		実力		0	實力
じつれい	2		実例		0	實例
しつれい（する）	3		失礼（する）		2	失禮、不禮貌
しつれいしました。	4		失礼-しました。	挨拶語	2--2	告辭、再見、請原諒
しつれいします。	4		失礼-します。	挨拶語	2--2	告辭、再見、對不起
しつれん	2		失恋		0	失戀
してい	2		指定		0	指定
してき	1		指摘		0	指出
してつ	2		私鉄		0	民營鐵路
してん	2		支店		0	分店
してん	1		視点		0	觀點、視線的集中點
じてん	3		辞典		0	辭典
じてん	1		自転		0	自轉、自行轉動
じてんしゃ	4		自転車		0,2	腳踏車
しどう	2		指導		0	指導、領導
じどう	2		自動		0	自動
じどう	2		児童		1	兒童
じどうし	1		自動詞		2	自動詞
じどうしゃ	4		自動車		0,2	汽車
しとやか	1		淑やか		2	文雅、賢淑
しな	2		品		0	種類、品質
しなびる	1		萎びる		0	枯萎
しなもの	3		品物		0	物品、商品、東西
しなやか	1		しなやか		2	柔軟、有彈性
シナリオ	1		scenario		0	腳本
しにょう	1		屎尿		0	大小便
しぬ	4		死ぬ		0	死、休止
じぬし	1		地主		0	地主
しのぐ	1		凌ぐ		2	忍耐
しば	1		芝		0	結縷草
しはい	2		支配		1	支配、左右
しばい	2		芝居		0	戲
しばしば	2		屡々		1	不斷、常常、再三
しはつ	1		始発		0	最早班車
しばふ	2		芝生		0	草坪
しはらい	2		支払		0	付款
しはらう	2		支払う		3	支付
しばらく	3		暫く		2	暫時、片刻
しばる	2		縛る		2	梱綁、限制
じばん	2		地盤		0	地盤
じびか	1		耳鼻科		0	耳鼻科
じびき	4		字引		3	字典、辭典
しびれる	2		痺れる		3	麻木
しぶい	1		渋い		2	澀、快快不樂、小氣的、素氣
しぶつ	1		私物		0	私有物
しぶとい	1		渋とい		3	頑固的
じぶん	4		自分		0	自己
しへい	2		紙幣		1	紙幣
しほう	1		司法		0	司法
しぼう	2		死亡		0	死亡
しぼう	1		志望		0	志願
しぼう	1		脂肪		0	脂肪
しぼむ	2		萎む		0	枯萎
しぼる	2		絞る		2	絞
しほん	2		資本		0	資本
しま	3		島		2	島、島嶼
しま	2		縞		2	條紋
しまい	2		姉妹		1	姐妹
しまい	2		仕舞い「終わり」		0	最後、末尾
（て）しまう	3		（〜て）仕舞う		0	〜完、〜了
しまう	2		仕舞う「終わる」		0	做完
しまつ	1		始末		1	始末、解決
しまった	2		仕舞った	感動詞	2	糟了
しまる	4		閉まる		2	關閉、緊閉
じまん	2		自慢		0	自大
じみ	2		地味		0	樸素
しみじみ	2		しみじみ		3	深切
しみる	1		染みる		0	感染、染上
しみる	1		滲みる		0	滲入、滲透
しみん	3	*2	市民		1	市民
じむ	2		事務		1	事務
じむしょ	3		事務所		2	辦事處
しめい	2		氏名		1	姓名
しめい	1		使命		1	使命
しめきり	2		締切		0	到期
しめきる	2		締切る		0,3	封閉
しめす	2		示す		0,2	表示、指示、出示
しめた	2		しめた。	感動詞	1	太好了、好極了
しめる	4		閉める		2	關上
しめる	4		締める		2	繫上、繫緊、繃緊
しめる	2		湿る		0	潮濕
しめる	2		占める		2	佔有
じめん	2		地面		1	地面
しも	2		下		2	下面
しも	2		霜		2	霜
じもと	1		地元		0,3	當地
しゃ	2		〜車			車
しゃ	2		〜社			公司
しゃ	2		〜者			人
しや	1		視野		1	視野
じゃ//じゃあ	4		じゃ//じゃあ	感動詞	1	那麼
ジャーナリスト	2		journalist		4	記者、報界人士
しゃかい	3		社会		1	社會
しゃかいかがく	2		社会科学		4	社會科學
しゃがむ	2		しゃがむ		0	蹲下
じゃく	1		弱		1	弱
じゃぐち	2		蛇口		0	水龍頭
じゃくてん	2		弱点		3	弱點
しゃこ	2		車庫		1	車庫
しゃこう	1		社交		0	社交
しゃざい	1	*0	謝罪		0	道歉、謝罪
しゃしょう	2		車掌		0	乘務員、列車員
しゃしん	4		写真		0	照片、照相、相片
ジャズ	1		jazz		1	爵士樂
